SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Glass Transition Temperature (°„C),¿¥‘¥
O=C([*])C(C)O[*],[*]NC(C)C(N1CCCC1C([*])=O)=O,O=C(N)N,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,51,10.1002_mame.201200460_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(N)N,CCCCCCCCCCCCOS([O-])(=O)=O.[Na+],,,61.6,10.1002_mame.201200460_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C,[Ag],[Cu]=O,,60,10.1002_mame.202000244_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],[Ag],[Cu]=O,,25,10.1002_mame.202000244_part_2.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,63.8,10.1002_mame.202000576_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,CC1=CC=C(C=C1N=C=O)N=C=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,60.44,10.1002_pat.3506_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,55,10.1002_pat.4274_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[H][O-],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(C1=CC=CC=C1)[*],,55,10.1002_pc.21165_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[H][O-],[*]CC(C1=CC=CC=C1)[*],,,59.5,10.1002_pc.21165_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]C/C=C(C[*])\Cl,,,50,10.1002_pc.24122_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,,45.6,10.1002_pc.25144_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,C1OC1C[N+]([CH3])([CH3])[CH3].[Cl-],,55,10.1002_pen.25560_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C(O[*])C)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,40.1,10.1002_pol.20190077_part_1.txt_∂Œ1_Material1
[*]C(C(O[*])C)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,,40.1,10.1002_pol.20190077_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],O=C([*])C(C)O[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,[H][Si]([H])([H])[H],,48.13,10.1002_pola.24086_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,55,10.1007_s00170-018-1953-6_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,,61,10.1007_s10924-020-01677-z_part_1.txt_∂Œ1_Material4
O=C([*])C(C)O[*],N#CC(C1=CC=CC=N1)C1=CC=CC=C1,,,,54.17,10.1007_s10965-018-1523-5_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,,,60,10.1007_s10965-021-02439-8_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,,55.89,10.1007_s10973-019-08799-0_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]CCC(CCCC(CCCC(C[*])C)C)C,,,50,10.1007_s11367-012-0479-7_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,55,10.1007_s11426-016-0222-7_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,57.24,10.1007_s11771-021-4721-y_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]OCC[*],OCC(O)CO,,50,10.1007_s12206-011-0722-3_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,55,10.1007_s13726-012-0112-4_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C([H])([H])C(O)([H])[*],[*]C/C=C(C[*])\Cl,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,37,10.1007_s40005-019-00441-3_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC([*])Cl,[Fe]12O[Fe]O[Fe](O2)O1,,,58,10.1007_s40430-020-2251-4_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,59.3,10.1007_s41783-018-0037-2_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]NC(C(O)=O)CCC([*])=O,OCC(O)CO,,55,10.1016_j.addr.2016.06.012_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]C1=CC=C(C=C1)C(N[*])=O,[*]OCC[*],[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,60,10.1016_j.addr.2016.06.012_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,58,10.1016_j.carbpol.2019.115618_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],NCCC[Si](OCC)(OCC)OCC,,,,59.7,10.1016_j.clay.2016.10.046_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,55,10.1016_j.compositesa.2015.03.001_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,60,10.1016_j.compscitech.2010.06.005_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C(C[*])[*])N,,,,50,10.1016_j.compscitech.2013.01.013_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC(O)CO,,,55,10.1016_j.compscitech.2018.12.021_part_6.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,64,10.1016_j.compstruct.2016.06.026_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[*]OCC[*],OCC(O)CO,50,10.1016_j.dental.2010.08.180_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],OCC(O)CO,,,50,10.1016_j.eml.2020.101136_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,,,58,10.1016_j.ijbiomac.2019.10.168_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,80,10.1016_j.ijbiomac.2019.10.168_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]OCC[*],O=[Ti]=O,OCC(O)CO,50,10.1016_j.ijmecsci.2013.05.008_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],O=[Ti]=O,,,50,10.1016_j.ijmecsci.2016.04.021_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Ti]=O,[*]OCC[*],OCC(O)CO,,50,10.1016_j.ijmecsci.2017.09.004_part_11.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,55,10.1016_j.ijmecsci.2017.09.004_part_11.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[*]OCC[*],[*]OCCCCOC(CCC([*])=O)=O,,50,10.1016_j.ijplas.2011.10.007_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Ti]=O,[*]OCC[*],,,60,10.1016_j.jcis.2020.08.034_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,50,10.1016_j.jmbbm.2012.02.008_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(O)CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,60,10.1016_j.jmbbm.2013.06.005_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[Ag],[*]C(CCCCCO[*])=O,,,50,10.1016_j.jmbbm.2015.10.011_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(O)CO,O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,40,10.1016_j.jmbbm.2017.01.008_part_5.txt_∂Œ1_Material2
O=C([*])C(C)O[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,59.7,10.1016_j.jmbbm.2017.10.036_part_7.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[*]OCC[*],,,50,10.1016_j.jmbbm.2017.11.037_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]C/C=C(C[*])\Cl,,,55,10.1016_j.jmbbm.2019.05.016_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OCC(O)CO,[*]OCC[*],,50,10.1016_j.jmbbm.2019.103595_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[Ag],,,53.8,10.1016_j.jmbbm.2021.104455_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC1=CC=C(C=C1N=C=O)N=C=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,61.2,10.1016_j.jmbbm.2021.104656_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C[N+](CCO)(CCO)[3H],[*]C/C=C(C[*])\Cl,,,55,10.1016_j.matdes.2015.09.081_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,76.11,10.1016_j.matpr.2017.12.216_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,70,10.1016_j.matpr.2020.03.110_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,,,55,10.1016_j.matpr.2021.06.425_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[*]C(C)C[*],C[N+](CCO)(CCO)[3H],,,34,10.1016_j.polymdegradstab.2015.10.019_part_2.txt_∂Œ1_Material3
O=C([*])C(C)O[*],[*]CCC1C([*])C2CCC1C2,,,,70,10.1016_j.polymertesting.2018.05.004_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,55,10.1021_acs.iecr.0c04285_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,56,10.1021_acssuschemeng.0c03463_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[Al],,51,10.1080_03602559.2013.866244_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],[*]CC[*],[*]OCC[*],,50,10.1080_14658011.2020.1844522_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],[*]CC[*],,,51.9,10.1080_14658011.2020.1844522_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,OCC1OC(C(C(C1O[*])O)O)[*],,,57,10.1088_1757-899x_290_1_012081_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(O)C([*])C[*],,62.62,10.1111_jfpp.15055_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,55,10.3390_polym11020306_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC[*],,,50,10.3390_polym11020306_part_7.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCCCCOC(CCC([*])=O)=O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,53.8,10.3390_polym12102362_part_2.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[Zn]=O,[*]OCC[*],,,50,10.3390_polym13040580_part_2.txt_∂Œ1_Material4
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,60,10.3390_polym13081247_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,76.88,10.3390_polym13111839_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,55,10.4028_www.scientific.net_amm.145.1_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],[*]CCC1C([*])C2CCC1C2,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[H][O-],61.19,10.4028_www.scientific.net_amm.851.179_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC[*],[*]CC[*],[*]CC[*],,71.3,10.4028_www.scientific.net_amr.627.233_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(O)CO,[*]CCCC([*])C(OC)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,52,10.4028_www.scientific.net_amr.684.75_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,,,,59,10.4028_www.scientific.net_amr.747.157_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,60,10.4028_www.scientific.net_amr.747.698_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,,56.6,10.1002_adv.21875_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,,,60,10.1002_app.36426_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,58.6,10.1002_app.39183_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C(F)(C(F)([*])F)F,OCC(O)CO,58,10.1002_app.49270_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,62,10.1002_app.49668_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C([H])([H])C(O)([H])[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,66,10.1002_app.51534_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC[*],O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,60,10.1002_j.1941-9635.2017.tb01658.x_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],C=C([CH3])C(=O)OC([CH3])[CH3],,,54,10.1002_pat.1954_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]CC(C1=CC=CC=C1)[*],,53,10.1002_pc.21116_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[H][Si]([H])([H])[H],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,55,10.1002_pc.24747_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,55,10.1002_pc.25683_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,62.19,10.1002_pc.25835_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[H][Si]([H])([H])[H],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,56.6,10.1002_pc.25835_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,56,10.1002_pcr2.10081_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Al]O[Al]=O,,,,67.25,10.1002_vnl.21837_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],OCC1OC(C(C(C1O[*])O)O)[*],,,,59.28,10.1007_s10853-011-5605-6_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[H][O-],C/C(C[*])=C/C[*],[H][Si]([H])([H])[H],,55.9,10.1007_s10924-011-0361-x_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Ti]=O,[*]CC[*],,,25,10.1007_s10924-019-01618-5_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,,58.72,10.1007_s10973-019-09058-y_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,[*]CC(CC[*])O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,60.85,10.1007_s12649-019-00738-2_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,60,10.1016_j.carbpol.2016.11.035_part_1.txt_∂Œ1_Material1
