SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Melting Temperature (°„C),¿¥‘¥
[*]CC(OC(O[*])=O)C,[*]C([H])([H])C(O)([H])[*],,,,132.9,10.1002_pi.6235_part_2.txt_∂Œ1_Material4
[*]C([H])([H])C(O)([H])[*],OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,[H]O[H],,,221,10.1111_1750-3841.13950_part_1.txt_∂Œ1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OCC[*],,,,65,10.1021_bm401373j_part_2.txt_∂Œ1_Material1
[*]CC[*],O=C(O)C([*])C[*],,,,106,10.1088_1757-899x_11_1_012001_part_1.txt_∂Œ1_Material1
[*]C(C=C1)=CC=C1S[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,265,10.1002_pc.25245_part_1.txt_∂Œ1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,,260,10.1002_app.39693_part_1.txt_∂Œ1_Material1
[*]CCCCO[*],CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,,,29.3,10.1016_j.jclepro.2020.123496_part_3.txt_∂Œ1_Material1
O=C(O[*])CCCCCCCCCCN[*],O=[Si]=O,,,,190.2,10.3390_polym12102298_part_2.txt_∂Œ1_Material1
O=C(C(C[*])[*])N,[*]C([H])([H])C(O)([H])[*],,,,221,10.3390_polym11091432_part_2.txt_∂Œ1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]CCC(CCCCCC)C[*],,,,218.5,10.1002_app.40660_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,[*]CCCC([*])OC(C)=O,,,153.66,10.4028_www.scientific.net_amr.486.406_part_1.txt_∂Œ1_Material4
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C(O)CCCCCCCCCCCCCCCCC,,,,70,10.1016_j.polymer.2018.08.002_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCCCCCCC(NCCCCCCN[*])=O,[*]CCCC([*])OC(C)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,201.2,10.1002_app.44206_part_2.txt_∂Œ1_Material3
[*]CC[*],[*]CC[*],[C],,,138,10.1016_j.polymertesting.2013.06.013_part_1.txt_∂Œ1_Material4
C=C([CH3])C(=O)O[CH3],[*]CC(OC(O[*])=O)C,[*]OC1=C(C([*])=CC=C1C)C,,,96.4,10.1039_d2py00442a_OA_part_2.txt_∂Œ1_Material7
[*]C(CCCCCO[*])=O,C[Si](C)(C[*])O[*],,,,50,10.1088_1748-6041_11_1_015007_part_2.txt_∂Œ1_Material1
[*]CCC(CCCCCC)C[*],[*]C(C)C[*],,,,160,10.1021_acsapm.9b00289_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Si]=O,[H][Si]([H])([H])[H],,,164,10.1016_j.compositesa.2018.11.020_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,165,10.1016_j.tca.2017.05.002_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,O=[Ti]=O,,,153.59,10.3390_polym13071076_part_2.txt_∂Œ1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(CCCCCO[*])=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,54,10.1016_j.compscitech.2013.10.015_part_1.txt_∂Œ1_Material3
[*]C(C(OC(CO[*])=O)C)=O,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,,165,10.1155_2016_6869154_part_1.txt_∂Œ1_Material2
O=C([*])CCCCCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C(C)C[*],,,217,10.1016_j.polymertesting.2020.106930_part_3.txt_∂Œ1_Material2
[*]CC[*],[*]CC[*],[*]C(C)C[*],,,128.96,10.1016_j.matdes.2014.04.033_part_2.txt_∂Œ1_Material2
[*]C(CCCCCO[*])=O,O=[Si]=O.O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,36,10.1088_1757-899x_536_1_012040_part_2.txt_∂Œ1_Material1
[*]OCC[*],O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,,23,10.1016_j.enconman.2015.12.004_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,,,145,10.1021_acsapm.1c00281_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,,,220,10.1177_0095244318825286_part_1.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C(CCCCC(OCCCCO[*])=O)=O,O=[Ti]=O,,,155,10.1007_s10853-021-05854-w_part_3.txt_∂Œ1_Material1
OP(O)(O)=O,[*]C(CCCCCO[*])=O,O=C=NCCCCCCN=C=O,,,107.7,10.1021_ie300576z_part_1.txt_∂Œ1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,OP(O)(O)=O,,,,150,10.1080_15583724.2020.1850475_part_6.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]CCC(CCCC(CCCC(C[*])C)C)C,,,,180,10.1016_j.triboint.2018.11.010_part_2.txt_∂Œ1_Material1
[*]CC[*],[*]CC[*],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,,,115,10.1002_pen.24526_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,165.5,10.1002_pc.26137_part_2.txt_∂Œ1_Material5
[*]C(CCCCCO[*])=O,[H][O-],,,,60,10.1002_pat.5367_part_2.txt_∂Œ1_Material3
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C(O)CCCCCCCCCCCCCCCCC,,,,228.5,10.1007_s12034-010-0043-7_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]C(C)C[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,163.3,10.1007_s00289-017-2212-y_part_5.txt_∂Œ1_Material1
[*]OC(CC(OC(CC([*])=O)CC)=O)C,O=[Si]=O,,,,140,10.1016_j.egypro.2013.06.803_part_1.txt_∂Œ1_Material2
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,,,220,10.1002_app.48310_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,,,211.8,10.1002_pc.22881_part_2.txt_∂Œ1_Material3
O=C([*])CCCCCN[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,211.5,10.1002_pc.22881_part_2.txt_∂Œ1_Material4
O=[Si]=O.[Ca]=O,[*]OCC[*],,,,43.5,10.1080_17512549.2018.1488614_part_2.txt_∂Œ1_Material3
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C(C)C[*],,,,220,10.1016_j.polymertesting.2018.04.006_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,,103.8,10.32604_jrm.2022.021473_OA_part_3.txt_∂Œ1_Material5
[*]C(C)C[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,,164.2,10.1177_0967391120930613_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,168.6,10.1177_0892705719890907_part_3.txt_∂Œ1_Material1
[*]C(C)C[*],[*]OCC[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,141.7,10.1016_j.polymertesting.2014.12.008_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[Mg],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,95.9,10.1007_s10965-018-1529-z_part_1.txt_∂Œ1_Material4
[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,,,,180,10.1002_fuce.201300202_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[*]CC(C1=CC=CC=C1)[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,,,191,10.1002_pen.25357_part_2.txt_∂Œ1_Material2
[*]C(CCCCC(OCCCCOC(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O)=O)=O,,,,,118.1,10.1007_s00289-018-2359-1_part_3.txt_∂Œ1_Material2
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,C[Si](C)(C[*])O[*],,,,155,10.1002_app.40211_part_1.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,,,,220,10.3390_ijms18081707_part_1.txt_∂Œ1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]OCC[*],,,,180,10.1007_s00289-019-03031-3_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],Cl[Ca]Cl,,,,198,10.4028_www.scientific.net_amm.423-426.301_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,,145,10.1002_pc.24094_part_2.txt_∂Œ1_Material1
[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,60,10.5897_ajb11.2510_part_1.txt_∂Œ1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,,155.6,10.1002_app.37766_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O.O,,,,167.5,10.1080_10601325.2017.1317580_part_2.txt_∂Œ1_Material1
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,93.1,10.1002_app.49598_part_1.txt_∂Œ1_Material2
[*]NCCCCCCCCCCCC([*])=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,,180.48,10.3144_expresspolymlett.2017.92_part_3.txt_∂Œ1_Material1
[*]CC[*],[*]CC[*],CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,,,110,10.1002_pen.25740_part_1.txt_∂Œ1_Material1
[*]OC1=C(C([*])=CC=C1C)C,O=C([*])CCCCCN[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,,,220,10.1002_app.32730_part_2.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,,,,220.24,10.3390_nano10091797_part_3.txt_∂Œ1_Material3
[*]CC[*],O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,,,168,10.1007_s13726-013-0126-6_part_1.txt_∂Œ1_Material1
[*]CC[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,118.1,10.1016_j.indcrop.2018.02.017_part_1.txt_∂Œ1_Material1
[*]CC[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]OCC[*],,,134,10.1515_polyeng-2013-0174_part_2.txt_∂Œ1_Material2
[*]CCCC([*])OC(C)=O,[*]C/C=C/CCC([*])C#N,,,,134,10.1016_j.polymer.2020.122212_part_1.txt_∂Œ1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Si]=O,,,,184.85,10.1016_j.eml.2020.100963_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]O[C@H](C)CC([*])=O,O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,178.8,10.1080_25740881.2019.1625396_part_2.txt_∂Œ1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,180,10.1016_s1364-5439(11)70141-1_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,165,10.3390_ma11112138_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C([H])([H])C(O)([H])[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,143.8,10.1016_j.polymer.2014.06.071_part_2.txt_∂Œ1_Material2
O=C([*])CCCCCN[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,[*]CCCC([*])OC(C)=O,,,212.6,10.1002_pc.22881_part_2.txt_∂Œ1_Material2
[*]CC(OC(O[*])=O)C,[*]C([H])([H])C(O)([H])[*],[*]CC(CC[*])O,,,155,10.1007_s10965-010-9467-4_part_1.txt_∂Œ1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,,,,126.93,10.1016_j.fbio.2017.07.002_part_6.txt_∂Œ1_Material2
[*]CC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OCC[*],,,139.8,10.1002_pat.3971_part_1.txt_∂Œ1_Material2
O=C(CCCCCCCCCCC(NCCCCCCCCCCCCN[*])=O)[*],,,,,190.3,10.1002_app.41424_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,220,10.1007_s10965-012-9843-3_part_1.txt_∂Œ1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])C(C)O[*],,,,151.4,10.1007_s10965-021-02539-5_part_2.txt_∂Œ1_Material2
[*]C(CCCCC(OCCCCO[*])=O)=O,O=[Si]=O,,,,110,10.1002_app.39206_part_1.txt_∂Œ1_Material2
[*]C(C)C[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,,,170,10.1007_s11426-012-4531-z_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C/C=C/CCC([*])C#N,[*]C/C=C/CCC([*])C#N,,,151.99,10.4028_www.scientific.net_amr.486.406_part_1.txt_∂Œ1_Material3
O=C([*])C(C)O[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C,[Na+].[Cl-],,,160,10.1002_polb.23522_part_1.txt_∂Œ1_Material2
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,257,10.1177_0954008311431116_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,,,220,10.1007_s10570-015-0723-y_part_1.txt_∂Œ1_Material1
[*]NCCCCCCCCCCCC([*])=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,183,10.1002_app.42299_part_1.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C(C(C[*])[*])N,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,,196,10.37358_mp.23.1.5649_OA_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)[*],,,,168.77,10.1007_s13726-019-00777-5_part_2.txt_∂Œ1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]CCCC([*])OC(C)=O,,,,70.75,10.1002_adv.21781_part_1.txt_∂Œ1_Material1
[*]CCCC(CCCCCC)[*],C[Si](C)(C[*])O[*],,,,66,10.1080_03602559.2016.1227841_part_9.txt_∂Œ1_Material1
[*]OCC[*],[*]CC(C#N)[*],C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,36,10.1002_vnl.21576_part_2.txt_∂Œ1_Material2
[*]C(CCCCCO[*])=O,O=C=NCCCCCCN=C=O,,,,42,10.1016_j.mtcomm.2020.101214_part_1.txt_∂Œ1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[H][Si]([H])([H])[H],,,,220,10.1002_pc.24143_part_1.txt_∂Œ1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]OCC[*],,,,133,10.1002_app.44498_part_1.txt_∂Œ1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C(C)C[*],[*]C([H])([H])C(O)([H])[*],,,165,10.1680_jemmr.18.00028_part_3.txt_∂Œ1_Material1
[*]CC[*],O=C([*])C(C)O[*],[*]OCC[*],,,109.7,10.1002_pen.21797_part_1.txt_∂Œ1_Material1
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,C[N+](CCO)(CCO)[3H],,,,210,10.1002_pen.24385_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,173.88,10.3390_ma13071564_part_2.txt_∂Œ1_Material2
[*]OCC[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,,148.5,10.1515_pac-2016-0919_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[Na+].[Cl-],,,150,10.1002_polb.23522_part_1.txt_∂Œ1_Material1
[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,,,190,10.3390_nano11061472_part_3.txt_∂Œ1_Material1
[*]CC[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,,,129,10.1002_app.34766_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CC[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,125.28,10.1016_j.compstruct.2018.01.090_part_3.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,160,10.1016_j.jfoodeng.2013.05.026_part_4.txt_∂Œ1_Material2
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]OC1C(O)C(O)C(OC2C(OC(C(CO)O)=O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(O[*])OC4CO)OC3C(O)=O)OC(CO)C2O)OC1C,,,,27.08,10.1515_ijfe-2016-0410_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[Na+].[Cl-],,,,170,10.1038_s41598-023-41506-6_OA_part_1.txt_∂Œ1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,260,10.1177_1528083720901864_part_3.txt_∂Œ1_Material3
[*]C(CCCCCO[*])=O,[*]C(C[*])C(N(C)C)=O,,,,44,10.1016_j.polymer.2016.07.033_part_4.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],FC(F)(C(F)(C(F)(C(F)(C(F)([*])F)F)C(F)(F)F)F)C[*],,,,201,10.1016_j.polymer.2013.10.001_part_10.txt_∂Œ1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,O=C([*])C(C)O[*],,,,156,10.1016_j.fpsl.2019.100423_part_2.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],[*]CC(C)(C(OCCO)=O)[*],,,,160,10.1002_app.35298_part_2.txt_∂Œ1_Material1
[*]C(CCCCCO[*])=O,C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,,55,10.4028_www.scientific.net_msf.773-774.496_part_1.txt_∂Œ1_Material1
[*]OCC[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,67.1,10.1016_j.polymer.2021.123894_part_1.txt_∂Œ1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]NC(C(O)=O)CCC([*])=O,[*]C(CCCCCO[*])=O,,,160,10.1039_d0gc01394c_part_7.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,,148.8,10.1007_s10973-023-12543-0_OA_part_2.txt_∂Œ1_Material1
FC(F)([*])C([H])([*])[H],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,160,10.1038_s41598-019-46305-6_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CCC(CCCCCC)C[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,142.7,10.1515_polyeng-2016-0169_part_2.txt_∂Œ1_Material2
[*]CC[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,132,10.1590_1980-5373-mr-2016-0589_part_1.txt_∂Œ1_Material2
[*]CC(CC[*])O,,,,,173.7,10.3390_molecules25173953_part_2.txt_∂Œ1_Material3
[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,[*]OCC[*],[*]C(CCCCCO[*])=O,,,30,10.1021_acsami.5b10675_part_2.txt_∂Œ1_Material2
[*]NCCCCCCCCCCCC([*])=O,NC1=NC2=C(N=CN2C2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]2O)C(=O)N1,,,,170,10.1016_j.carbon.2013.07.043_part_1.txt_∂Œ1_Material1
